ImageId,Usage,GrainWeight,Gsw,PhiPS2,Fertilizer,Heerup,Kvium,Rembrandt,Sheriff
00002,Private,3418,0.044983,0.608322,0.0,1,0,0,0
00004,Private,4476,0.019286,0.693365,0.0,0,1,0,0
00005,Private,3278,0.061033,0.611593,0.0,1,0,0,0
00006,Private,3418,0.05172,0.43264,0.0,1,0,0,0
00008,Private,4476,0.02347,0.582796,0.0,0,1,0,0
00011,Public,3860,0.069415,0.472824,0.0,0,0,1,0
00015,Private,7100,0.073345,0.46131,1.0,0,0,0,1
00016,Public,3860,0.055815,0.497512,0.0,0,0,1,0
00017,Private,3278,0.050846,0.370782,0.0,1,0,0,0
00021,Private,4476,0.052178,0.599224,0.0,0,1,0,0
00022,Public,3860,0.028844,0.669958,0.0,0,0,1,0
00024,Private,3418,0.10383,0.461001,0.0,1,0,0,0
00025,Private,4476,0.031343,0.633193,0.0,0,1,0,0
00027,Private,7100,0.082215,0.410029,1.0,0,0,0,1
00029,Private,7700,0.001359,0.723158,1.0,0,1,0,0
00032,Private,7260,0.01397,0.635808,0.5,0,0,1,0
00033,Public,8551,0.059587,0.464837,1.0,0,0,0,1
00037,Private,7100,0.03487,0.560551,1.0,0,0,0,1
00039,Private,7700,-0.004742,0.722184,1.0,0,1,0,0
00055,Public,8551,0.102161,0.471835,1.0,0,0,0,1
00056,Private,4476,0.071873,0.405598,0.0,0,1,0,0
00061,Private,3418,0.035973,0.467005,0.0,1,0,0,0
00062,Public,3860,0.047693,0.610021,0.0,0,0,1,0
00064,Private,7700,0.063313,0.437615,1.0,0,1,0,0
00065,Public,3860,0.040727,0.58426,0.0,0,0,1,0
00072,Public,3249,0.112326,0.485975,0.0,0,1,0,0
00075,Public,3249,0.067891,0.405237,0.0,0,1,0,0
00076,Private,7100,-0.003609,0.690864,1.0,0,0,0,1
00080,Public,3249,0.07,0.530982,0.0,0,1,0,0
00081,Private,7100,0.041586,0.541448,1.0,0,0,0,1
00087,Private,7700,0.105671,0.552819,1.0,0,1,0,0
00091,Public,3860,0.040727,0.58426,0.0,0,0,1,0
00092,Public,6020,0.019418,0.377357,0.5,1,0,0,0
00097,Public,8551,0.020612,0.518137,1.0,0,0,0,1
00099,Private,4476,0.033758,0.649229,0.0,0,1,0,0
00100,Public,3860,0.045455,0.651886,0.0,0,0,1,0
00107,Public,6020,0.049381,0.709599,0.5,1,0,0,0
00108,Public,8551,0.063742,0.573617,1.0,0,0,0,1
00109,Public,3249,0.063289,0.484801,0.0,0,1,0,0
00110,Private,7700,0.035272,0.504133,1.0,0,1,0,0
00115,Public,8551,0.062183,0.503283,1.0,0,0,0,1
00119,Private,4476,0.042397,0.352514,0.0,0,1,0,0
00120,Private,7100,0.039918,0.576408,1.0,0,0,0,1
00124,Private,3278,0.073734,0.592571,0.0,1,0,0,0
00126,Private,7100,0.045552,0.445554,1.0,0,0,0,1
00127,Private,4476,0.065376,0.660749,0.0,0,1,0,0
00129,Private,7100,0.074546,0.486557,1.0,0,0,0,1
00130,Private,7700,0.105671,0.552819,1.0,0,1,0,0
00132,Public,3249,0.096831,0.418376,0.0,0,1,0,0
00134,Private,7260,0.027444,0.650935,0.5,0,0,1,0
00137,Private,5180,0.067769,0.623597,0.5,0,0,0,1
00148,Private,3418,0.0974,0.374753,0.0,1,0,0,0
00150,Public,3249,0.116517,0.607736,0.0,0,1,0,0
00154,Private,5180,0.045823,0.684462,0.5,0,0,0,1
00157,Private,3278,0.061033,0.611593,0.0,1,0,0,0
00158,Private,3278,0.048058,0.687145,0.0,1,0,0,0
00160,Private,7987,0.013172,0.693785,0.5,0,0,1,0
00162,Public,6020,-0.000247,0.544604,0.5,1,0,0,0
00163,Public,3860,0.094366,0.432033,0.0,0,0,1,0
00166,Private,4476,0.077801,0.419232,0.0,0,1,0,0
00170,Private,7100,-0.006446,0.692583,1.0,0,0,0,1
00171,Private,3418,0.027518,0.567875,0.0,1,0,0,0
00182,Private,3278,0.067737,0.646939,0.0,1,0,0,0
00183,Public,3249,0.047019,0.369616,0.0,0,1,0,0
00186,Private,3278,0.080599,0.382502,0.0,1,0,0,0
00187,Private,3278,0.018858,0.683607,0.0,1,0,0,0
00188,Private,7260,0.029316,0.664037,0.5,0,0,1,0
00190,Public,8551,0.090556,0.398699,1.0,0,0,0,1
00191,Private,4476,0.029709,0.598817,0.0,0,1,0,0
00192,Private,7260,0.024176,0.671892,0.5,0,0,1,0
00203,Private,7100,-0.008695,0.70177,1.0,0,0,0,1
00207,Private,7700,0.104237,0.482933,1.0,0,1,0,0
00208,Private,7700,0.065798,0.486285,1.0,0,1,0,0
00211,Private,4476,0.033758,0.649229,0.0,0,1,0,0
00213,Private,5180,0.087044,0.631876,0.5,0,0,0,1
00217,Private,4476,0.027293,0.592038,0.0,0,1,0,0
00218,Private,3278,0.057458,0.450074,0.0,1,0,0,0
00220,Private,3418,0.065581,0.688541,0.0,1,0,0,0
00223,Public,3249,0.054058,0.509733,0.0,0,1,0,0
00227,Private,7987,0.013172,0.693785,0.5,0,0,1,0
00229,Private,7700,0.065798,0.486285,1.0,0,1,0,0
00231,Private,4476,0.060238,0.689858,0.0,0,1,0,0
00234,Private,3418,0.068131,0.576623,0.0,1,0,0,0
00238,Private,4476,0.086584,0.407798,0.0,0,1,0,0
00241,Private,4476,0.060238,0.689858,0.0,0,1,0,0
00248,Private,7100,0.045552,0.445554,1.0,0,0,0,1
00250,Private,3418,0.019443,0.615926,0.0,1,0,0,0
00251,Public,3249,0.06444,0.430064,0.0,0,1,0,0
00255,Private,7700,0.053785,0.505928,1.0,0,1,0,0
00261,Public,3860,0.069946,0.476403,0.0,0,0,1,0
00267,Public,8551,0.062042,0.448945,1.0,0,0,0,1
00271,Public,3249,0.078755,0.556851,0.0,0,1,0,0
00278,Public,8551,0.046105,0.651637,1.0,0,0,0,1
00282,Public,8551,0.007086,0.677194,1.0,0,0,0,1
00284,Private,7100,0.044287,0.609239,1.0,0,0,0,1
00286,Private,4476,0.02347,0.582796,0.0,0,1,0,0
00289,Public,3249,0.078755,0.556851,0.0,0,1,0,0
00290,Private,3278,0.064973,0.386297,0.0,1,0,0,0
00292,Private,7100,0.046837,0.424231,1.0,0,0,0,1
00296,Public,8551,0.014127,0.685399,1.0,0,0,0,1
00297,Private,7987,0.023635,0.673278,0.5,0,0,1,0
00298,Private,7100,0.020014,0.500055,1.0,0,0,0,1
00301,Private,7100,0.050777,0.486338,1.0,0,0,0,1
00304,Public,3860,0.080828,0.351767,0.0,0,0,1,0
00307,Private,3418,0.08539,0.54932,0.0,1,0,0,0
00311,Private,7987,0.023218,0.680787,0.5,0,0,1,0
00313,Public,8551,0.053633,0.435631,1.0,0,0,0,1
00314,Public,3249,0.068746,0.361485,0.0,0,1,0,0
00317,Private,4476,0.049744,0.613997,0.0,0,1,0,0
00318,Public,3249,0.032753,0.598218,0.0,0,1,0,0
00320,Private,3278,0.064973,0.386297,0.0,1,0,0,0
00322,Private,3278,0.029921,0.649144,0.0,1,0,0,0
00323,Private,3418,0.044983,0.608322,0.0,1,0,0,0
00324,Public,8551,0.022495,0.622546,1.0,0,0,0,1
00325,Public,6020,-0.001581,0.166089,0.5,1,0,0,0
00326,Private,7100,-0.004238,0.639147,1.0,0,0,0,1
00332,Private,7700,0.085266,0.49237,1.0,0,1,0,0
00338,Private,4476,0.042742,0.419513,0.0,0,1,0,0
00339,Public,6020,0.008771,0.722859,0.5,1,0,0,0
00344,Private,7700,0.063313,0.437615,1.0,0,1,0,0
00345,Private,3418,0.07539,0.545136,0.0,1,0,0,0
00346,Private,3278,0.077693,0.42577,0.0,1,0,0,0
00348,Private,4476,0.029709,0.598817,0.0,0,1,0,0
00350,Public,3860,0.052629,0.404019,0.0,0,0,1,0
00353,Public,3249,0.063289,0.484801,0.0,0,1,0,0
00354,Private,4476,0.117667,0.476041,0.0,0,1,0,0
00355,Private,3418,0.051326,0.626669,0.0,1,0,0,0
00356,Private,7100,0.107985,0.461196,1.0,0,0,0,1
00364,Public,6020,0.043129,0.455554,0.5,1,0,0,0
00366,Public,3860,0.058015,0.395793,0.0,0,0,1,0
00367,Public,3249,0.074679,0.418825,0.0,0,1,0,0
00369,Private,5180,0.069923,0.671581,0.5,0,0,0,1
00371,Private,7700,0.085266,0.49237,1.0,0,1,0,0
00375,Private,7700,0.048174,0.55508,1.0,0,1,0,0
00376,Public,3860,0.045455,0.651886,0.0,0,0,1,0
00377,Private,3278,0.018858,0.683607,0.0,1,0,0,0
00380,Private,7100,0.078855,0.488009,1.0,0,0,0,1
00381,Public,8551,0.069693,0.44572,1.0,0,0,0,1
00382,Private,3278,0.053551,0.56366,0.0,1,0,0,0
00392,Public,3249,0.060767,0.685335,0.0,0,1,0,0
00394,Private,7100,0.029787,0.498674,1.0,0,0,0,1
00397,Private,7100,-0.003,0.708171,1.0,0,0,0,1
00399,Private,3278,0.042799,0.68287,0.0,1,0,0,0
00400,Private,7700,-0.006105,0.703777,1.0,0,1,0,0
00401,Private,4476,0.033758,0.649229,0.0,0,1,0,0
00403,Private,5180,0.070877,0.642496,0.5,0,0,0,1
00405,Private,4476,0.021034,0.607535,0.0,0,1,0,0
00409,Public,3860,0.038503,0.462887,0.0,0,0,1,0
00413,Private,7700,0.079395,0.471859,1.0,0,1,0,0
00416,Public,3249,0.054058,0.509733,0.0,0,1,0,0
00421,Private,3418,0.087253,0.416574,0.0,1,0,0,0
00422,Private,7700,0.072535,0.4876,1.0,0,1,0,0
00430,Private,7700,0.057878,0.540525,1.0,0,1,0,0
00432,Public,3860,0.052629,0.404019,0.0,0,0,1,0
00439,Private,3278,0.070085,0.451071,0.0,1,0,0,0
00441,Private,4476,0.038412,0.669275,0.0,0,1,0,0
00443,Private,3278,0.083006,0.513533,0.0,1,0,0,0
00445,Private,3278,0.063307,0.392977,0.0,1,0,0,0
00448,Public,8551,0.022495,0.622546,1.0,0,0,0,1
00449,Private,3278,0.053551,0.56366,0.0,1,0,0,0
00451,Private,7260,0.058985,0.659418,0.5,0,0,1,0
00453,Private,3418,0.05421,0.48562,0.0,1,0,0,0
00456,Private,7100,0.062147,0.407858,1.0,0,0,0,1
00458,Private,3278,0.07547,0.579407,0.0,1,0,0,0
00460,Public,3249,0.083818,0.543474,0.0,0,1,0,0
00461,Public,3249,0.078691,0.598074,0.0,0,1,0,0
00462,Public,3860,0.055612,0.458771,0.0,0,0,1,0
00463,Private,3418,0.10383,0.461001,0.0,1,0,0,0
00466,Private,3418,0.100275,0.588684,0.0,1,0,0,0
00470,Private,7700,0.002753,0.730172,1.0,0,1,0,0
00476,Private,3418,0.051774,0.452349,0.0,1,0,0,0
00480,Private,4476,0.039843,0.550671,0.0,0,1,0,0
00486,Private,7700,-0.0019,0.718417,1.0,0,1,0,0
00491,Private,7100,0.082215,0.410029,1.0,0,0,0,1
00492,Public,3249,0.058946,0.581298,0.0,0,1,0,0
00494,Private,7700,0.091634,0.460791,1.0,0,1,0,0
00496,Private,3418,0.0974,0.374753,0.0,1,0,0,0
00498,Public,3249,0.036912,0.686574,0.0,0,1,0,0
00502,Private,7700,0.091298,0.501606,1.0,0,1,0,0
00503,Private,3418,0.025086,0.536391,0.0,1,0,0,0
00508,Public,3860,0.060467,0.461046,0.0,0,0,1,0
00509,Private,3278,0.021123,0.682306,0.0,1,0,0,0
00519,Private,3418,0.079817,0.422896,0.0,1,0,0,0
00520,Private,3418,0.08258,0.467347,0.0,1,0,0,0
00522,Public,3249,0.047019,0.369616,0.0,0,1,0,0
00523,Private,7100,0.107985,0.461196,1.0,0,0,0,1
00526,Private,4476,0.031343,0.633193,0.0,0,1,0,0
00527,Private,7700,0.027278,0.634527,1.0,0,1,0,0
00529,Public,8551,0.053671,0.470787,1.0,0,0,0,1
00535,Public,3860,0.064835,0.683008,0.0,0,0,1,0
00536,Private,7100,-0.001427,0.710914,1.0,0,0,0,1
00543,Public,3249,0.022473,0.66392,0.0,0,1,0,0
00544,Private,3418,0.095056,0.41051,0.0,1,0,0,0
00549,Public,3249,0.022473,0.66392,0.0,0,1,0,0
00550,Public,3860,0.060931,0.691215,0.0,0,0,1,0
00554,Private,4476,0.031343,0.633193,0.0,0,1,0,0
00557,Public,3249,0.031889,0.631657,0.0,0,1,0,0
00562,Private,4476,0.052178,0.599224,0.0,0,1,0,0
00565,Private,7700,0.076038,0.474924,1.0,0,1,0,0
00567,Private,4476,0.117667,0.476041,0.0,0,1,0,0
00568,Private,4476,0.052375,0.403666,0.0,0,1,0,0
00570,Public,8551,0.048548,0.653374,1.0,0,0,0,1
00572,Private,3418,0.014483,0.556742,0.0,1,0,0,0
00573,Private,7260,0.008894,0.6492,0.5,0,0,1,0
00576,Public,8551,0.00211,0.626239,1.0,0,0,0,1
00578,Private,3418,0.052815,0.515769,0.0,1,0,0,0
00579,Private,3278,0.065773,0.455761,0.0,1,0,0,0
00581,Private,7700,0.072535,0.4876,1.0,0,1,0,0
00582,Private,3418,0.065604,0.659869,0.0,1,0,0,0
00585,Private,3278,0.04154,0.543389,0.0,1,0,0,0
00587,Private,7100,-0.001427,0.710914,1.0,0,0,0,1
00590,Private,7100,0.007341,0.701088,1.0,0,0,0,1
00591,Private,7100,0.031986,0.578314,1.0,0,0,0,1
00593,Public,8551,0.014434,0.685504,1.0,0,0,0,1
00594,Public,3860,0.073706,0.462101,0.0,0,0,1,0
00596,Private,3418,0.053376,0.503692,0.0,1,0,0,0
00601,Public,3860,0.094366,0.432033,0.0,0,0,1,0
00606,Public,6020,0.018581,0.716294,0.5,1,0,0,0
00607,Public,3860,0.060533,0.652117,0.0,0,0,1,0
00610,Private,5180,0.084936,0.570166,0.5,0,0,0,1
00612,Private,4476,0.060812,0.693017,0.0,0,1,0,0
00613,Public,3249,0.062027,0.477456,0.0,0,1,0,0
00616,Public,3249,0.06444,0.430064,0.0,0,1,0,0
00620,Private,7260,0.029316,0.664037,0.5,0,0,1,0
00633,Private,4476,0.027293,0.592038,0.0,0,1,0,0
00634,Private,7700,0.053785,0.505928,1.0,0,1,0,0
00635,Private,7100,0.042853,0.462549,1.0,0,0,0,1
00637,Private,3278,0.050846,0.370782,0.0,1,0,0,0
00647,Public,3860,0.063455,0.510169,0.0,0,0,1,0
00650,Private,3278,0.03306,0.688017,0.0,1,0,0,0
00652,Private,5180,0.067769,0.623597,0.5,0,0,0,1
00655,Public,3860,0.049546,0.377517,0.0,0,0,1,0
00659,Private,4476,0.025843,0.658685,0.0,0,1,0,0
00661,Private,7260,0.013401,0.69579,0.5,0,0,1,0
00662,Private,3278,0.051559,0.49871,0.0,1,0,0,0
00666,Public,8551,0.00841,0.687672,1.0,0,0,0,1
00667,Private,3278,0.092032,0.408123,0.0,1,0,0,0
00674,Private,7100,0.03915,0.613091,1.0,0,0,0,1
00675,Private,7100,0.020014,0.500055,1.0,0,0,0,1
00676,Private,3278,0.042799,0.68287,0.0,1,0,0,0
00679,Public,8551,0.038671,0.690138,1.0,0,0,0,1
00683,Private,7700,0.040805,0.510438,1.0,0,1,0,0
00685,Public,8551,0.046105,0.651637,1.0,0,0,0,1
00688,Private,3278,0.073734,0.592571,0.0,1,0,0,0
00691,Private,3278,0.057144,0.368157,0.0,1,0,0,0
00692,Private,7700,0.004194,0.73965,1.0,0,1,0,0
00693,Private,7100,0.022117,0.557928,1.0,0,0,0,1
00698,Public,3249,0.055547,0.482151,0.0,0,1,0,0
00700,Private,3418,0.087253,0.416574,0.0,1,0,0,0
00703,Private,3418,0.064433,0.366367,0.0,1,0,0,0
00704,Private,4476,0.038412,0.669275,0.0,0,1,0,0
00705,Public,8551,0.030935,0.447324,1.0,0,0,0,1
00707,Private,7700,0.104237,0.482933,1.0,0,1,0,0
00709,Private,4476,0.011304,0.571092,0.0,0,1,0,0
00711,Private,4476,0.057681,0.654241,0.0,0,1,0,0
00713,Private,3418,0.087253,0.416574,0.0,1,0,0,0
00715,Private,7260,0.070661,0.614682,0.5,0,0,1,0
00718,Private,7987,0.024946,0.686712,0.5,0,0,1,0
00719,Private,7700,0.060623,0.545723,1.0,0,1,0,0
00721,Public,3860,0.039319,0.680127,0.0,0,0,1,0
00725,Private,7100,0.041078,0.475901,1.0,0,0,0,1
00726,Public,3860,0.048515,0.512104,0.0,0,0,1,0
00736,Private,4476,0.036091,0.564059,0.0,0,1,0,0
00746,Public,3249,0.103501,0.437552,0.0,0,1,0,0
00751,Private,3278,0.036681,0.502429,0.0,1,0,0,0
00753,Public,3860,0.079589,0.416008,0.0,0,0,1,0
00754,Private,3418,0.040017,0.394129,0.0,1,0,0,0
00755,Private,7100,0.029787,0.498674,1.0,0,0,0,1
00756,Public,8551,0.00211,0.626239,1.0,0,0,0,1
00757,Private,4476,0.076991,0.571083,0.0,0,1,0,0
00759,Public,3860,0.028844,0.669958,0.0,0,0,1,0
00763,Private,7100,0.047245,0.548436,1.0,0,0,0,1
00765,Public,8551,0.063742,0.573617,1.0,0,0,0,1
00770,Private,3418,0.051774,0.452349,0.0,1,0,0,0
00771,Private,3418,0.05172,0.43264,0.0,1,0,0,0
00774,Private,7700,0.040462,0.476098,1.0,0,1,0,0
00775,Public,8551,0.016951,0.628567,1.0,0,0,0,1
00776,Private,3418,0.056581,0.525364,0.0,1,0,0,0
00777,Private,7700,0.001359,0.723158,1.0,0,1,0,0
00779,Private,3278,0.064973,0.386297,0.0,1,0,0,0
00780,Public,8551,0.026939,0.656186,1.0,0,0,0,1
00783,Private,7700,0.025874,0.579478,1.0,0,1,0,0
00790,Public,3860,0.063455,0.510169,0.0,0,0,1,0
00791,Public,6020,-0.001581,0.166089,0.5,1,0,0,0
00795,Public,6020,0.023325,0.71176,0.5,1,0,0,0
00797,Private,3278,0.092032,0.408123,0.0,1,0,0,0
00798,Public,8551,0.066933,0.509415,1.0,0,0,0,1
00799,Private,5180,0.053246,0.639565,0.5,0,0,0,1
00800,Public,8551,0.048425,0.661383,1.0,0,0,0,1
00805,Public,6020,0.023325,0.71176,0.5,1,0,0,0
00806,Public,8551,0.045501,0.458927,1.0,0,0,0,1
00808,Public,3249,0.020921,0.669232,0.0,0,1,0,0
00809,Private,7100,0.022117,0.557928,1.0,0,0,0,1
00816,Private,7100,0.046837,0.424231,1.0,0,0,0,1
00817,Private,5180,0.053246,0.639565,0.5,0,0,0,1
00818,Private,7987,0.023635,0.673278,0.5,0,0,1,0
00819,Public,8551,0.063742,0.573617,1.0,0,0,0,1
00822,Public,3249,0.065382,0.46672,0.0,0,1,0,0
00823,Private,7700,0.055023,0.455383,1.0,0,1,0,0
00825,Private,4476,0.042804,0.411948,0.0,0,1,0,0
00826,Private,7700,0.042049,0.559402,1.0,0,1,0,0
00832,Public,6020,-0.000247,0.544604,0.5,1,0,0,0
00834,Private,3418,0.025241,0.538565,0.0,1,0,0,0
00844,Private,4476,0.011304,0.571092,0.0,0,1,0,0
00846,Public,6020,0.002652,0.683675,0.5,1,0,0,0
00847,Private,4476,0.034881,0.396165,0.0,0,1,0,0
00853,Private,3278,0.053551,0.56366,0.0,1,0,0,0
00854,Public,3249,0.065382,0.46672,0.0,0,1,0,0
00856,Private,3418,0.025241,0.538565,0.0,1,0,0,0
00857,Private,7100,0.03915,0.613091,1.0,0,0,0,1
00861,Private,4476,0.019286,0.693365,0.0,0,1,0,0
00862,Private,4476,0.069974,0.578429,0.0,0,1,0,0
00866,Public,3860,0.064835,0.683008,0.0,0,0,1,0
00868,Public,3249,0.066163,0.425499,0.0,0,1,0,0
00871,Public,3249,0.057251,0.365583,0.0,0,1,0,0
00877,Private,7260,0.024176,0.671892,0.5,0,0,1,0
00878,Private,4476,0.036091,0.564059,0.0,0,1,0,0
00879,Private,4476,0.021034,0.607535,0.0,0,1,0,0
00880,Private,5180,0.016955,0.601991,0.5,0,0,0,1
00884,Public,3249,0.096831,0.418376,0.0,0,1,0,0
00885,Private,7100,0.074137,0.484077,1.0,0,0,0,1
00886,Public,3249,0.028283,0.563918,0.0,0,1,0,0
00892,Public,3249,0.074679,0.418825,0.0,0,1,0,0
00893,Public,3860,0.080828,0.351767,0.0,0,0,1,0
00897,Private,3278,0.0656,0.592714,0.0,1,0,0,0
00902,Public,3860,0.038503,0.462887,0.0,0,0,1,0
00907,Private,3418,0.059845,0.45351,0.0,1,0,0,0
00909,Private,4476,0.026126,0.413208,0.0,0,1,0,0
00911,Public,3860,0.069358,0.437029,0.0,0,0,1,0
00913,Private,7100,0.042853,0.462549,1.0,0,0,0,1
00914,Public,3249,0.103501,0.437552,0.0,0,1,0,0
00920,Private,7700,-0.00141,0.730463,1.0,0,1,0,0
00921,Public,8551,0.048548,0.653374,1.0,0,0,0,1
00922,Private,7100,0.028109,0.451219,1.0,0,0,0,1
00923,Private,3278,0.086723,0.476051,0.0,1,0,0,0
00931,Private,7700,0.002753,0.730172,1.0,0,1,0,0
00932,Private,3278,0.060648,0.55886,0.0,1,0,0,0
00935,Private,3418,0.035973,0.467005,0.0,1,0,0,0
00936,Public,3860,0.073706,0.462101,0.0,0,0,1,0
00939,Public,3249,0.068746,0.361485,0.0,0,1,0,0
00944,Public,3249,0.028283,0.563918,0.0,0,1,0,0
00947,Private,4476,0.029709,0.598817,0.0,0,1,0,0
00948,Public,3249,0.036912,0.686574,0.0,0,1,0,0
00952,Public,3860,0.101616,0.446236,0.0,0,0,1,0
00955,Public,3249,0.055547,0.482151,0.0,0,1,0,0
00956,Public,6020,0.014072,0.715007,0.5,1,0,0,0
00958,Private,7100,-0.003609,0.690864,1.0,0,0,0,1
00959,Private,3418,0.068131,0.576623,0.0,1,0,0,0
00960,Public,3249,0.112326,0.485975,0.0,0,1,0,0
00963,Public,3860,0.055612,0.458771,0.0,0,0,1,0
00964,Private,7700,0.071923,0.454441,1.0,0,1,0,0
00967,Public,3860,0.043215,0.48434,0.0,0,0,1,0
00969,Private,7700,0.033731,0.555972,1.0,0,1,0,0
00972,Private,7700,0.033731,0.555972,1.0,0,1,0,0
00974,Private,3418,0.07539,0.545136,0.0,1,0,0,0
00981,Private,4476,0.021034,0.607535,0.0,0,1,0,0
00982,Private,4476,0.028289,0.453314,0.0,0,1,0,0
00983,Public,8551,0.069252,0.533413,1.0,0,0,0,1
00985,Private,4476,0.057681,0.654241,0.0,0,1,0,0
00987,Public,3860,0.082623,0.544401,0.0,0,0,1,0
00988,Private,3278,0.065773,0.455761,0.0,1,0,0,0
00990,Public,3860,0.047167,0.637006,0.0,0,0,1,0
00993,Private,4476,0.049744,0.613997,0.0,0,1,0,0
00997,Private,7100,0.000262,0.699928,1.0,0,0,0,1
00998,Public,3249,0.062027,0.477456,0.0,0,1,0,0
01000,Public,8551,0.059587,0.464837,1.0,0,0,0,1
01001,Private,7100,0.041586,0.541448,1.0,0,0,0,1
01008,Private,5180,0.016955,0.601991,0.5,0,0,0,1
01012,Private,7100,-0.004238,0.639147,1.0,0,0,0,1
01015,Private,3418,0.078377,0.553292,0.0,1,0,0,0
01019,Private,7700,-0.005839,0.722455,1.0,0,1,0,0
01020,Private,3278,0.053595,0.613886,0.0,1,0,0,0
01023,Private,4476,0.052375,0.403666,0.0,0,1,0,0
01024,Private,3418,0.079817,0.422896,0.0,1,0,0,0
01025,Private,4476,0.025843,0.658685,0.0,0,1,0,0
01026,Private,3278,0.072376,0.417579,0.0,1,0,0,0
01028,Private,7260,0.028022,0.658705,0.5,0,0,1,0
01035,Private,7700,0.079247,0.448363,1.0,0,1,0,0
01037,Private,7260,0.008894,0.6492,0.5,0,0,1,0
01042,Public,3860,0.060467,0.461046,0.0,0,0,1,0
01044,Private,7100,0.00163,0.6978,1.0,0,0,0,1
01045,Private,3418,0.0974,0.374753,0.0,1,0,0,0
01046,Private,7100,0.045695,0.489249,1.0,0,0,0,1
01049,Public,3860,0.073706,0.462101,0.0,0,0,1,0
01053,Private,7700,0.071923,0.454441,1.0,0,1,0,0
01057,Private,3418,0.052401,0.391583,0.0,1,0,0,0
01058,Private,3418,0.065581,0.688541,0.0,1,0,0,0
01061,Private,4476,0.036091,0.564059,0.0,0,1,0,0
01065,Public,8551,0.033617,0.691409,1.0,0,0,0,1
01066,Public,8551,0.050579,0.47727,1.0,0,0,0,1
01070,Private,7100,0.062147,0.407858,1.0,0,0,0,1
01071,Private,7260,0.028022,0.658705,0.5,0,0,1,0
01072,Public,3860,0.050555,0.370532,0.0,0,0,1,0
01075,Public,3860,0.050555,0.370532,0.0,0,0,1,0
01076,Public,3249,0.027447,0.665575,0.0,0,1,0,0
01077,Private,3278,0.07547,0.579407,0.0,1,0,0,0
01078,Private,7700,-0.005839,0.722455,1.0,0,1,0,0
01079,Public,6020,0.049381,0.709599,0.5,1,0,0,0
01083,Private,3278,0.053595,0.613886,0.0,1,0,0,0
01084,Private,7100,0.05963,0.473523,1.0,0,0,0,1
01086,Public,8551,0.032678,0.618279,1.0,0,0,0,1
01092,Public,3860,0.083664,0.683161,0.0,0,0,1,0
01093,Public,3860,0.080809,0.67349,0.0,0,0,1,0
01100,Public,3860,0.069946,0.476403,0.0,0,0,1,0
01101,Private,7100,0.028109,0.451219,1.0,0,0,0,1
01102,Private,3278,0.070085,0.451071,0.0,1,0,0,0
01110,Public,3860,0.047167,0.637006,0.0,0,0,1,0
01118,Private,3418,0.05421,0.48562,0.0,1,0,0,0
01119,Private,7260,0.008858,0.492404,0.5,0,0,1,0
